Time - Plot 0	Amplitude - Plot 0
0.4433	0.00189359
0.4434	0.00199098
0.4435	0.00189359
0.4436	0.00189359
0.4437	0.00192605
0.4438	0.00202344
0.4439	0.00199098
0.444	0.00192605
0.4441	0.00192605
0.4442	0.00189359
0.4443	0.00199098
0.4444	0.00186112
0.4445	0.00199098
0.4446	0.00192605
0.4447	0.00186112
0.4448	0.00182866
0.4449	0.00186112
0.445	0.00195852
0.4451	0.00179619
0.4452	0.00192605
0.4453	0.00189359
0.4454	0.00192605
0.4455	0.00192605
0.4456	0.00189359
0.4457	0.00192605
0.4458	0.00189359
0.4459	0.00192605
0.446	0.00192605
0.4461	0.00189359
0.4462	0.00186112
0.4463	0.00189359
0.4464	0.00182866
0.4465	0.00186112
0.4466	0.00189359
0.4467	0.00192605
0.4468	0.00182866
0.4469	0.00186112
0.447	0.00189359
0.4471	0.00189359
0.4472	0.00192605
0.4473	0.00186112
0.4474	0.00189359
0.4475	0.00192605
0.4476	0.00189359
0.4477	0.00192605
0.4478	0.00195852
0.4479	0.00189359
0.448	0.00195852
0.4481	0.00182866
0.4482	0.00179619
0.4483	0.00179619
0.4484	0.00189359
0.4485	0.00186112
0.4486	0.00189359
0.4487	0.00189359
0.4488	0.00186112
0.4489	0.00182866
0.449	0.00192605
0.4491	0.00192605
0.4492	0.00186112
0.4493	0.00179619
0.4494	0.00182866
0.4495	0.00189359
0.4496	0.00179619
0.4497	0.00186112
0.4498	0.00179619
0.4499	0.00189359
0.45	0.00182866
0.4501	0.00186112
0.4502	0.00182866
0.4503	0.00182866
0.4504	0.00186112
0.4505	0.00186112
0.4506	0.00182866
0.4507	0.00176373
0.4508	0.00179619
0.4509	0.00186112
0.451	0.00173126
0.4511	0.00189359
0.4512	0.00182866
0.4513	0.00182866
0.4514	0.00173126
0.4515	0.00176373
0.4516	0.00176373
0.4517	0.00179619
0.4518	0.00182866
0.4519	0.00173126
0.452	0.0016988
0.4521	0.00176373
0.4522	0.00189359
0.4523	0.00176373
0.4524	0.0016988
0.4525	0.0016988
0.4526	0.00176373
0.4527	0.0016014
0.4528	0.0016988
0.4529	0.00163387
0.453	0.00176373
0.4531	0.00179619
0.4532	0.00179619
0.4533	0.00176373
0.4534	0.0016988
0.4535	0.00173126
0.4536	0.00182866
0.4537	0.00173126
0.4538	0.00163387
0.4539	0.00156894
0.454	0.00173126
0.4541	0.0016988
0.4542	0.00186112
0.4543	0.00179619
